REF DU MUSEE;NOM DU MUSEE;ANNEE;REGION;VILLE;DATE APPELLATION;PAYANT;GRATUIT;TOTAL;NOTE;ID MUSEOFILE;DEPARTEMENT;OBSERVATIONS
5061501;Musée Régional du Cidre et du Calvados;2008;BASSE-NORMANDIE;VALOGNES;01/02/2003;3137;858;3995;;;MANCHE;
6137901;Musée Départemental des Arts et Traditions Populaires du Perche;2008;BASSE-NORMANDIE;SAINT-CYR LA ROSIERE;01/02/2003;13621;11223;24844;;;ORNE;
2716501;Musée du Verre et de la Pierre;2008;HAUTE-NORMANDIE;CONCHES-EN-OUCHE;01/02/2003;1625;3459;5084;;;EURE;
7621701;Château-Musée de Dieppe;2008;HAUTE-NORMANDIE;DIEPPE;25/05/2002;26355;9778;36133;;;SEINE-MARITIME;
7623101;Musée d'Elbeuf;2008;HAUTE-NORMANDIE;ELBEUF;01/02/2003;0;4071;4071;;;SEINE-MARITIME;
7635105;La Maison de l'Armateur;2008;HAUTE-NORMANDIE;LE HAVRE;01/02/2003;6533;8339;14872;;;SEINE-MARITIME;
7649701;Musée Départemental Pierre Corneille;2008;HAUTE-NORMANDIE;LE PETIT-COURONNE;01/02/2003;645;2804;3449;;;SEINE-MARITIME;
7645201;Musée des Sapeurs-Pompiers de France;2008;HAUTE-NORMANDIE;MONTVILLE;01/02/2003;5011;2248;7259;;;SEINE-MARITIME;
7647401;Musée Industriel de la Corderie Vallois;2008;HAUTE-NORMANDIE;NOTRE-DAME-DE-BONDEVILLE;01/02/2003;2505;6167;8672;;;SEINE-MARITIME;
7654004;Musée des Antiquités de la Seine-Maritime;2008;HAUTE-NORMANDIE;ROUEN;01/02/2003;2839;21330;24169;;;SEINE-MARITIME;
7654003;Musée Flaubert et d'Histoire de la Médecine;2008;HAUTE-NORMANDIE;ROUEN;01/02/2003;4689;7048;11737;;;SEINE-MARITIME;
7654005;Musée des Beaux-Arts;2008;HAUTE-NORMANDIE;ROUEN;06/01/2002;37104;58687;95791;;;SEINE-MARITIME;
7674201;Musée Victor Hugo;2008;HAUTE-NORMANDIE;VILLEQUIER;01/02/2003;4643;9130;13773;;;SEINE-MARITIME;
4410904;Musée du Château des Ducs de Bretagne;2008;PAYS DE LA LOIRE;NANTES;01/02/2003;87059;85987;173046;;;LOIRE-ATLANTIQUE;
4416801;Musées du Parc Naturel Régional de Brière;2008;PAYS DE LA LOIRE;SAINT-JOACHIM;01/02/2003;3512;175;3687;;;LOIRE-ATLANTIQUE;"4416801 ; 4417501 ; 4417601"
4929201;Musée de la Vigne et du Vin d'Anjou;2008;PAYS DE LA LOIRE;SAINT LAMBERT-DU-LATTAY - VAL-DU-LAYON;17/06/2002;4706;1918;6624;;;MAINE-ET-LOIRE;
4935301;Musée de l'Ardoise;2008;PAYS DE LA LOIRE;TRELAZE;01/02/2003;9050;4500;13550;;;MAINE-ET-LOIRE;
5309601;Musée Municipal;2008;PAYS DE LA LOIRE;ERNEE;01/02/2003;0;995;995;;;MAYENNE;
5313001;Musée du Vieux Château;2008;PAYS DE LA LOIRE;LAVAL;01/02/2003;10871;19446;30317;;;MAYENNE;
7218199;Musée Vert Véron-de-Forbonnais;2008;PAYS DE LA LOIRE;LE MANS;01/02/2003;7240;9308;16548;;;SARTHE;
8515401;Musée Clemenceau et de Lattre-de-Tassigny;2008;PAYS DE LA LOIRE;MOUILLERON-EN-PAREDS;06/01/2002;1714;4011;5725;;;VENDEE;
8528401;Musée Milcendeau Jean-Yole;2008;PAYS DE LA LOIRE;SOULLANS;12/12/2002;1458;1782;3240;;;VENDEE;
0257401;Musée Monseigneur Pigneau de Behaine;2008;PICARDIE;ORIGNY-EN-THIERACHE;01/02/2003;0;240;240;;;AISNE;
0273801;Musée de la Résistance et de la Déportation;2008;PICARDIE;TERGNIER;01/02/2003;5071;8849;13920;;;AISNE;
6002901;Musée de la Céramique Architecturale;2008;PICARDIE;AUNEUIL;01/02/2003;;;;F;;OISE;
6005701;Musée Départemental de l'Oise;2008;PICARDIE;BEAUVAIS;01/02/2003;0;22224;22224;;;OISE;
6014301;Musée Pillon;2008;PICARDIE;CHAUMONT-EN-VEXIN;01/02/2003;0;132;132;;;OISE;
6015903;Musée national de la Voiture et du Tourisme (Annexe du musée National du Château de Compiègne);2008;PICARDIE;COMPIEGNE;06/01/2002;;;;;;OISE;"6015903 ; 6015901"
6015905;Musée de la Figurine Historique;2008;PICARDIE;COMPIEGNE;01/02/2003;3528;5842;9370;;;OISE;
6066401;Musée Archéologique de la région de Breteuil;2008;PICARDIE;VENDEUIL-CAPLY;01/02/2003;3089;0;3089;;;OISE;
8000101;Musée Boucher-de-Perthes;2008;PICARDIE;ABBEVILLE;01/02/2003;11742;0;11742;;;SOMME;
8025301;Musée Lombart;2008;PICARDIE;DOULLENS;01/02/2003;205;6554;6759;;;SOMME;
8062002;Musée-Historial de la Grande Guerre;2008;PICARDIE;PERONNE;01/02/2003;80641;0;80641;;;SOMME;
1610202;Musée des Arts du Cognac (Annexe musée municipal);2008;POITOU-CHARENTES;COGNAC;01/02/2003;7725;5330;13055;;;CHARENTE;
1716801;Musée Régional de Fouras;2008;POITOU-CHARENTES;FOURAS;01/02/2003;5834;745;6579;;;CHARENTE-MARITIME;
1730005;Musée Protestant;2008;POITOU-CHARENTES;LA ROCHELLE;01/02/2003;1367;447;1814;;;CHARENTE-MARITIME;
1730004;Musée d'Orbigny-Bernon;2008;POITOU-CHARENTES;LA ROCHELLE;26/05/2002;1673;5207;6880;;;CHARENTE-MARITIME;
1721801;Musée Cappon;2008;POITOU-CHARENTES;MARANS;01/02/2003;;;;F;;CHARENTE-MARITIME;
1741503;Musée Archéologique;2008;POITOU-CHARENTES;SAINTES;01/02/2003;1647;35018;36665;;;CHARENTE-MARITIME;
7919102;Musée d'Histoire Naturelle;2008;POITOU-CHARENTES;NIORT;01/02/2003;;;;F;;DEUX-SEVRES;
7919103;Musée ethnographique et archéologique du Donjon;2008;POITOU-CHARENTES;NIORT;01/02/2003;2922;3204;6126;;;DEUX-SEVRES;
8614001;Musée de Préhistoire Raymond Touchard;2008;POITOU-CHARENTES;LUSSAC-LES-CHATEAUX;20/12/2005;;;;F;;VIENNE;
8616502;Musée Municipal de la Maison-Dieu;2008;POITOU-CHARENTES;MONTMORILLON;01/02/2003;;;;F;;VIENNE;
8619402;Musée Sainte-Croix;2008;POITOU-CHARENTES;POITIERS;06/01/2002;3639;17390;21029;;;VIENNE;
0408801;Musée Municipal;2008;PROVENCE-ALPES-CÔTE D'AZUR;FORCALQUIER;01/02/2003;;;;F;;ALPES DE HAUTE PROVENCE;
0602702;Musée Renoir;2008;PROVENCE-ALPES-CÔTE D'AZUR;CAGNES-SUR-MER;01/02/2003;30621;9109;39730;;;ALPES-MARITIMES;
0602901;Musée de la Castre;2008;PROVENCE-ALPES-CÔTE D'AZUR;CANNES;01/02/2003;14272;17878;32150;;;ALPES-MARITIMES;
0602902;Musée de la Mer;2008;PROVENCE-ALPES-CÔTE D'AZUR;CANNES;01/02/2003;47942;39239;87181;;;ALPES-MARITIMES;
0608303;Musée de Préhistoire Régionale;2008;PROVENCE-ALPES-CÔTE D'AZUR;MENTON;01/02/2003;0;11240;11240;;;ALPES-MARITIMES;
0608806;Muséum d'Histoire Naturelle;2008;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;0;69350;69350;;;ALPES-MARITIMES;
0608802;Musée d'Art et d'Histoire;2008;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;14285;64048;78333;;;ALPES-MARITIMES;
0615502;Musée Picasso la guerre et la paix à Vallauris;2008;PROVENCE-ALPES-CÔTE D'AZUR;VALLAURIS;06/01/2002;26574;10668;37242;;;ALPES-MARITIMES;"0615502 ; 0615501"
0615501;Musée Magnelli, Musée de la Céramique;2008;PROVENCE-ALPES-CÔTE D'AZUR;VALLAURIS;01/02/2003;;;;;;ALPES-MARITIMES;"0615502 ; 0615501"
1300101;Musée du Pavillon de Vendôme;2008;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;01/02/2003;3417;10782;14199;;;BOUCHES DU RHONE;
1300105;Musée- Atelier de Paul Cézanne;2008;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;01/02/2003;59515;10000;69515;;;BOUCHES DU RHONE;
1302201;Musée Municipal Méditerranéen de Cassis A.T.P.;2008;PROVENCE-ALPES-CÔTE D'AZUR;CASSIS;01/02/2003;108;6090;6198;;;BOUCHES DU RHONE;
1305505;Musée d'Histoire de Marseille;2008;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;13422;33305;46727;;;BOUCHES DU RHONE;
1305502;Musée du Vieux Marseille;2008;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;1996;11627;13623;;;BOUCHES DU RHONE;
1309201;Musée Municipal Paul Lafran;2008;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-CHAMAS;01/02/2003;0;2441;2441;;;BOUCHES DU RHONE;
8300201;Musée des tourneurs sur Bois;2008;PROVENCE-ALPES-CÔTE D'AZUR;AIGUINES;01/02/2003;;;;F;;VAR;
8302301;Musée du Pays Brignolais;2008;PROVENCE-ALPES-CÔTE D'AZUR;BRIGNOLES;01/02/2003;1843;1763;3606;;;VAR;
8305003;Musée des A.T.P. de Moyenne Provence;2008;PROVENCE-ALPES-CÔTE D'AZUR;DRAGUIGNAN;01/02/2003;4894;8035;12929;;;VAR;
8306102;Musée des Troupes de Marine;2008;PROVENCE-ALPES-CÔTE D'AZUR;FREJUS;05/07/2006;0;14541;14541;;;VAR;
8306901;Musée Municipal;2008;PROVENCE-ALPES-CÔTE D'AZUR;HYERES;01/02/2003;0;45557;45557;;;VAR;
8306201;Musée Jean Aicard;2008;PROVENCE-ALPES-CÔTE D'AZUR;LE POUVEREL LA GARDE;01/02/2003;0;2827;2827;;;VAR;
8313703;Musée d'Art et d'Archéologie;2008;PROVENCE-ALPES-CÔTE D'AZUR;TOULON;01/02/2003;0;6397;6397;;;VAR;
8313704;Musée National de la Marine de Toulon;2008;PROVENCE-ALPES-CÔTE D'AZUR;TOULON;06/01/2002;9889;50226;60115;;;VAR;
8406801;Musée Philippe de Girard;2008;PROVENCE-ALPES-CÔTE D'AZUR;LOUMARIN - CADENET;01/02/2003;;;;F;;VAUCLUSE;
8413801;Musée Départemental du Cartonnage et de l'Imprimerie;2008;PROVENCE-ALPES-CÔTE D'AZUR;VALREAS;01/02/2003;2790;2055;4845;;;VAUCLUSE;
0105302;Musée Départemental des Pays De l'Ain;2008;RHONE-ALPES;BOURG-EN-BRESSE;01/02/2003;;;;NC;;AIN;
0121801;Musée du Bugey-Valmorey;2008;RHONE-ALPES;LOCHIEU;01/02/2003;2101;3289;5390;;;AIN;
0128301;Musée du Peigne et de la Plasturgie;2008;RHONE-ALPES;OYONNAX;01/02/2003;1701;1697;3398;;;AIN;
0138301;Musée Louis Jourdan;2008;RHONE-ALPES;SAINT-PAUL-DE-VARAX;01/02/2003;;;;F;;AIN;
0140701;Musée du Bois;2008;RHONE-ALPES;SEYSSEL;01/02/2003;;;;F;;AIN;
0113701;Musée Départemental du Revermont;2008;RHONE-ALPES;VAL-REVERMONT;01/02/2003;4416;14358;18774;;;AIN;
0733401;Musée des Vans;2008;RHONE-ALPES;LES VANS;01/02/2003;500;200;700;;;ARDECHE;
0731301;Musée de la Batellerie du Rhône;2008;RHONE-ALPES;SERRIERES;01/02/2003;456;272;728;;;ARDECHE;
7405601;Musée Alpin;2008;RHONE-ALPES;CHAMONIX;01/02/2003;9709;6864;16573;;;HAUTE-SAVOIE;
7422501;Notre histoire, Musée de Rumilly;2008;RHONE-ALPES;RUMILLY;01/02/2003;0;480;480;;;HAUTE-SAVOIE;
3819101;Musée d'Huez et de l'Oisans;2008;RHONE-ALPES;ALPE D'HUEZ;01/02/2003;1383;681;2064;;;ISERE;
3815101;Musée Géo-Charles;2008;RHONE-ALPES;ECHIROLLES;01/02/2003;0;6504;6504;;;ISERE;
3818508;Musée de la Résistance de la Déportation de l'Isère;2008;RHONE-ALPES;GRENOBLE;01/02/2003;0;21545;21545;;;ISERE;
3818503;Muséum d'Histoire Naturelle de Grenoble;2008;RHONE-ALPES;GRENOBLE;06/01/2002;23351;66773;90124;;;ISERE;
3854402;Musée Lapidaire Saint-Pierre;2008;RHONE-ALPES;VIENNE;01/02/2003;2080;4712;6792;;;ISERE;
3854401;Musée-Cloître Saint-André-Le-Bas;2008;RHONE-ALPES;VIENNE;01/02/2003;3112;7365;10477;;;ISERE;
3856201;Musée Départemental de la Révolution Française;2008;RHONE-ALPES;VIZILLE;01/02/2003;4999;47977;52976;;;ISERE;
4209101;Musée d'Histoire du  20ème Siècle - Résistance et Déportation;2008;RHONE-ALPES;ESTIVAREILLES;01/02/2003;2342;555;2897;;;LOIRE;
4221802;Musée d'Art et d'Industrie;2008;RHONE-ALPES;SAINT-ETIENNE;01/02/2003;24456;25217;49673;;;LOIRE;
4231801;Musée Rural;2008;RHONE-ALPES;USSON-EN-FOREZ;01/02/2003;5165;848;6013;;;LOIRE;
6916801;Musée Henri Malartre;2008;RHONE-ALPES;ROCHETAILLEE-SUR-SAONE;01/02/2003;19421;17718;37139;;;RHÔNE;
6923501;Musée Archéologique;2008;RHONE-ALPES;SAINT-ROMAIN-EN-GAL;01/02/2003;20126;46309;66435;;;RHÔNE;
7300601;Musée archéologique et minéralogique Pierre Borrione;2008;RHONE-ALPES;AIME-EN-TARENTAISE;01/02/2003;426;337;763;;;SAVOIE;
7306503;Musée des Charmettes;2008;RHONE-ALPES;CHAMBERY;06/01/2002;0;12522;12522;;;SAVOIE;
7318101;Musée de l'Académie de La Val d'Isère;2008;RHONE-ALPES;MOÛTIERS;01/02/2003;288;239;527;;;SAVOIE;
6706101;Musée de Bouxwiller et du pays de hanau;2009;ALSACE;BOUXWILLER;01/02/2003;1431;473;1904;;;BAS-RHIN;
6718002;Musée Alsacien;2009;ALSACE;HAGUENAU;01/02/2003;1456;1666;3122;;;BAS-RHIN;
6738801;Musée du Fer;2009;ALSACE;REICHSHOFFEN;01/02/2003;828;603;1431;;;BAS-RHIN;
6748209;Musée d'Art Moderne et Contemporain de Strasbourg;2009;ALSACE;STRASBOURG;01/02/2003;36854;97708;134562;;;BAS-RHIN;
6748202;Musée Archéologique;2009;ALSACE;STRASBOURG;06/01/2002;3728;32363;36091;;;BAS-RHIN;
6748206;Musée de l'Œuvre Notre-Dame;2009;ALSACE;STRASBOURG;01/02/2003;10353;24018;34371;;;BAS-RHIN;
6822405;Cité du Train;2009;ALSACE;MULHOUSE;18/11/2002;70099;13853;83952;;;HAUT-RHIN;
6833401;Musée des Amis de Thann;2009;ALSACE;THANN;01/02/2003;547;1467;2014;;;HAUT-RHIN;
3306305;Muséum d'Histoire Naturelle de Bordeaux;2009;AQUITAINE;BORDEAUX;01/02/2003;0;14541;14541;;;GIRONDE;
3306303;Musée des Beaux-Arts;2009;AQUITAINE;BORDEAUX;06/01/2002;31345;79049;110394;;;GIRONDE;
3306701;Musée de la Voiture à Cheval;2009;AQUITAINE;BOURG-SUR-GIRONDE;01/02/2003;2298;1231;3529;;;GIRONDE;
3339401;Musée d'Histoire et d'Archéologique;2009;AQUITAINE;SAINT-EMILION;01/02/2003;;;;F;;GIRONDE;
4004601;Musée Historique de l'Hydravion;2009;AQUITAINE;BISCARROSSE;01/02/2003;15050;1066;16116;;;LANDES;
4016701;Atelier-Musée  (Ecomusée de la Grande Landes);2009;AQUITAINE;LUXEY;01/02/2003;935;72;1007;;;LANDES;
4732301;Musée Municipal (Moulin de Gajac);2009;AQUITAINE;VILLENEUVE-SUR-LOT;01/02/2003;4089;4676;8765;;;LOT ET GARONNE;
6444503;Musée National du Château;2009;AQUITAINE;PAU;06/01/2002;53802;44545;98347;;;PYRÉNÉES ATLANTIQUES;
0304801;Musée Charles-Louis Philippe;2009;AUVERGNE;CERILLY;01/02/2003;329;145;474;;;ALLIER;
0311801;Musée Municipal de Gannat;2009;AUVERGNE;GANNAT;01/02/2003;2121;0;2121;;;ALLIER;
0327501;Musée Municipal de Souvigny;2009;AUVERGNE;SOUVIGNY;01/02/2003;6649;1890;8539;;;ALLIER;
1501401;Musée des Sciences;2009;AUVERGNE;AURILLAC;01/02/2003;4047;9098;13145;;;CANTAL;
1501402;Musée d'Art et d'Archéologie;2009;AUVERGNE;AURILLAC;01/02/2003;1451;17303;18754;;;CANTAL;
6311301;Musée d'Archéologie Bargoin;2009;AUVERGNE;CLERMONT-FERRAND;01/02/2003;3456;12796;16252;;;PUY DE DÔME;
6343001;Musée Municipal de la Coutellerie;2009;AUVERGNE;THIERS;01/02/2003;22911;5169;28080;;;PUY DE DÔME;
2100801;Musée Alésia;2009;BOURGOGNE;ALISE-SAINTE-REINE;01/02/2003;;;;F;;CÔTE D’OR;
2142501;Musée Buffon;2009;BOURGOGNE;MONTBARD;01/02/2003;0;11213;11213;;;CÔTE D’OR;"2142501 ; 2142502"
5830401;Musée Auguste Grasset;2009;BOURGOGNE;VARZY;01/02/2003;1751;620;2371;;;NIÈVRE;
7101402;Musée Rolin;2009;BOURGOGNE;AUTUN;01/02/2003;13921;8437;22358;;;SAONE ET LOIRE;
7101404;Museum d'Histoire Naturelle Jacques de La Comble;2009;BOURGOGNE;AUTUN;06/01/2002;2157;2881;5038;;;SAONE ET LOIRE;
7135101;Ecomusée de la Bresse Bourguignonne;2009;BOURGOGNE;PIERRE-DE-BRESSE;01/02/2003;21312;18470;39782;;;SAONE ET LOIRE;
7137301;Musée du Terroir;2009;BOURGOGNE;ROMENAY;01/02/2003;0;563;563;;;SAONE ET LOIRE;
8938701;Musée Muncipal;2009;BOURGOGNE;SENS;01/02/2003;5519;38397;43916;;;YONNE;
8944601;Musée Zervos - Maison Romain Rolland;2009;BOURGOGNE;VEZELAY;01/02/2003;6220;2653;8873;;;YONNE;
2205001;Musée du Château de Dinan;2009;BRETAGNE;DINAN;01/02/2003;15338;8368;23706;;;COTES D'ARMOR;
2209301;Musée Mathurin Meheut;2009;BRETAGNE;LAMBALLE;02/05/2002;4073;1008;5081;;;COTES D'ARMOR;
2926101;Ecomusée des Monts d'Arrée - Maison Cornec;2009;BRETAGNE;RIVOAL;01/02/2003;4124;3218;7342;;;FINISTERE;
2903901;Musée de la Pêche;2009;BRETAGNE;CONCARNEAU;01/02/2003;28079;4475;32554;;;FINISTERE;
2928901;Musée de l'Ecole Rurale en Bretagne;2009;BRETAGNE;TREGARVAN;01/02/2003;10155;1857;12012;;;FINISTERE;
3523803;Ecomusée du Pays de Rennes;2009;BRETAGNE;RENNES;01/02/2003;12467;33535;46002;;;ILE ET VILAINE;
3528801;Musée International du Long-Cours Cap-Hornier;2009;BRETAGNE;SAINT-MALO;01/02/2003;7033;2621;9654;;;ILE ET VILAINE;
5609001;Ecomusée Industriel des Forges;2009;BRETAGNE;INZINZAC-LOCHRIST;01/02/2003;2845;1996;4841;;;MORBIHAN;
1803302;Musée des Arts Décoratifs;2009;CENTRE;BOURGES;01/02/2003;0;17609;17609;;;CHER;
1803303;Musée du Berry;2009;CENTRE;BOURGES;01/02/2003;0;11479;11479;;;CHER;
1819701;Musée Saint-Vic;2009;CENTRE;SAINT-AMAND-MONTROND;01/02/2003;814;3136;3950;;;CHER;
1827901;Musée Municipal;2009;CENTRE;VIERZON;01/02/2003;0;2007;2007;;;CHER;
2808502;Muséum des Sciences Naturelles et de Préhistoire;2009;CENTRE;CHARTRES;01/02/2003;1310;15562;16872;;;EURE ET LOIR;
2819601;Musée Marcel Proust;2009;CENTRE;ILLIERS-COMBRAY;01/02/2003;4644;498;5142;;;EURE ET LOIR;
3620001;Musée Archéologique d'Argentomagus;2009;CENTRE;SAINT-MARCEL;01/02/2003;8952;8575;17527;;;INDRE;
3700302;Musée de la poste;2009;CENTRE;AMBOISE;01/02/2003;;;;F;;INDRE ET LOIRE;
3711301;Musée de Préhistoire du Grand Pressigny;2009;CENTRE;LE GRAND PRESSIGNY;30/04/2002;3293;6283;9576;;;INDRE ET LOIRE;
3713202;Musée du Terroir;2009;CENTRE;LOCHES;01/02/2003;;;;F;;INDRE ET LOIRE;
3719601;Musée de l'Hôtel de Ville;2009;CENTRE;RICHELIEU;01/02/2003;1485;0;1485;;;INDRE ET LOIRE;
3720501;Musée Balzac;2009;CENTRE;SACHE;30/04/2002;14429;9346;23775;;;INDRE ET LOIRE;
3726105;Musée du Compagnonnage;2009;CENTRE;TOURS;01/02/2003;30256;18428;48684;;;INDRE ET LOIRE;
4101801;Château Musées de Blois;2009;CENTRE;BLOIS;01/02/2003;234557;31210;265767;;;LOIR ET CHER;
4113601;Musée de la Corbillière;2009;CENTRE;MER;01/02/2003;0;998;998;;;LOIR ET CHER;
4115801;Atelier Musée Louis Leygue;2009;CENTRE;NAVEIL;01/02/2003;0;207;207;;;LOIR ET CHER;
4508201;Musée de la Marine de Loire;2009;CENTRE;CHATEAUNEUF-SUR-LOIRE;01/02/2003;8030;8247;16277;;;LOIRET;
4520801;Musée du Gatinais;2009;CENTRE;MONTARGIS;27/12/2002;28;198;226;;;LOIRET;
4523402;Musée Historique et Archéologique;2009;CENTRE;ORLEANS;01/02/2003;847;2783;3630;;;LOIRET;
4525201;Musée Municipal;2009;CENTRE;PITHIVIERS;01/02/2003;;;;F;;LOIRET;
0805301;Musée de la Maison de la Dernière Cartouche;2009;CHAMPAGNE-ARDENNES;BAZEILLES;01/02/2003;1501;1219;2720;;;ARDENNES;
0810501;Musée Arthur Rimbaud;2009;CHAMPAGNE-ARDENNES;CHARLEVILLE-MEZIERES;01/02/2003;4246;16970;21216;;;ARDENNES;
0836201;Musée du Rethelois et du Porcien;2009;CHAMPAGNE-ARDENNES;RETHEL;01/02/2003;;;;F;;ARDENNES;
1026101;Musée de la Résistance;2009;CHAMPAGNE-ARDENNES;MUSSY-SUR-SEINE;01/02/2003;;;;NC;;AUBE;
1038704;Musée des Beaux-Arts (Musée Pic Saint-Loup);2009;CHAMPAGNE-ARDENNES;TROYES;01/02/2003;5512;12683;18195;;;AUBE;"1038701 ; 1038704"
1038706;Musée d'Art Moderne;2009;CHAMPAGNE-ARDENNES;TROYES;01/02/2003;21249;22198;43447;;;AUBE;
1038707;Pharmacie Musée de l'Hôtel-Dieu;2009;CHAMPAGNE-ARDENNES;TROYES;01/02/2003;3444;5474;8918;;;AUBE;
5226902;Musée d'Art et d'Histoire;2009;CHAMPAGNE-ARDENNES;LANGRES;01/02/2003;2358;3120;5478;;;HAUTE-MARNE;
5226901;Musée du Breuil de Saint-Germain;2009;CHAMPAGNE-ARDENNES;LANGRES;01/02/2003;;;;F;;HAUTE-MARNE;
5110803;Musée Garinet;2009;CHAMPAGNE-ARDENNES;CHALONS-EN-CHAMPAGNE;01/02/2003;725;0;725;;;MARNE;
2A00401;Musée Napoléonien;2009;CORSE;AJACCIO;01/02/2003;7410;3073;10483;;;CORSE DU SUD;
2B03301;Musée d'Histoire de Bastia;2009;CORSE;BASTIA;01/02/2003;;;;F;;HAUTE-CORSE;
7024501;Ecomusée du Pays de la Cerise;2009;FRANCHE-COMTE;FOUGEROLLES;01/02/2003;6484;446;6930;;;HAUTE-SAONE;
7027901;Musée Baron Martin;2009;FRANCHE-COMTE;GRAY;01/02/2003;3539;5169;8708;;;HAUTE-SAONE;
7013901;Musée Départemental de la Montagne Albert Demard;2009;FRANCHE-COMTE;LE HAUT-DU-THEM;01/02/2003;3832;3164;6996;;;HAUTE-SAONE;
7055001;Musée Georges Garret;2009;FRANCHE-COMTE;VESOUL;01/02/2003;0;5653;5653;;;HAUTE-SAONE;
3909701;Musée Municipal d'Archéologie;2009;FRANCHE-COMTE;CHAMPAGNOLE;01/02/2003;218;217;435;;;JURA;
3943401;Musée Municipal de Poligny;2009;FRANCHE-COMTE;POLIGNY;01/02/2003;;;;F;;JURA;
3904101;Musée de l'Artisanat Jurassien;2009;FRANCHE-COMTE;VOITEUR;01/02/2003;0;14906;14906;;;JURA;
9000901;Musée Frédéric Japy;2009;FRANCHE-COMTE;BEAUCOURT;01/02/2003;808;1469;2277;;;TERRITOIRE DE BELFORT;
9712001;Musée Municipal Saint-John Perse;2009;GUADELOUPE;POINTE-A-PITRE;12/12/2002;3515;292;3807;;;GUADELOUPE;
9730901;Musée des Cultures Guyanaises;2009;GUYANE;CAYENNE;01/02/2003;1443;5329;6772;;;GUYANE;
9201202;Musée-Jardin Paul Landowski;2009;ILE-DE-FRANCE;BOULOGNE-BILLANCOURT;01/02/2003;;;;F;;HAUTS DE SEINE;
9202501;Musée Municipal d'Art et d'Histoire;2009;ILE-DE-FRANCE;COLOMBES;01/02/2003;0;5536;5536;;;HAUTS DE SEINE;
9207301;Musée René Sordes;2009;ILE-DE-FRANCE;SURESNES;01/02/2003;;;;F;;HAUTS DE SEINE;
7511605;Musée National des Arts et des Traditions Populaires (MuCem);2009;ILE-DE-FRANCE;PARIS;06/01/2002;0;21281;21281;;;PARIS;
7510405;Maison de Victor Hugo;2009;ILE-DE-FRANCE;PARIS;08/07/2004;9388;138372;147760;;;PARIS;
7510307;Musée Carnavalet-Histoire de Paris (+ Crypte et les Catacombes);2009;ILE-DE-FRANCE;PARIS;08/07/2004;303869;698940;1002809;;;PARIS;
7510905;Musée de la Vie Romantique;2009;ILE-DE-FRANCE;PARIS;08/07/2004;28408;53421;81829;;;PARIS;
7510802;Musée de la Musique;2009;ILE-DE-FRANCE;PARIS;06/01/2002;148491;47580;196071;;;PARIS;
7510303;Musée d'Art et d'Histoire du Judaïsme;2009;ILE-DE-FRANCE;PARIS;01/02/2003;61139;30121;91260;;;PARIS;
7511620;Musée National du Sport;2009;ILE-DE-FRANCE;PARIS;16/12/2003;5718;6282;12000;;;PARIS;
7510516;Musée du Service de Santé des Armées du Val-de-Grâce;2009;ILE-DE-FRANCE;PARIS;06/12/2006;7437;10267;17704;;;PARIS;
7710801;Musée Municipal de Chelles Alfred Bonno;2009;ILE-DE-FRANCE;CHELLES;01/02/2003;0;3434;3434;;;SEINE ET MARNE;
7731601;Musée Municipal;2009;ILE-DE-FRANCE;MORET-SUR-LOING;01/02/2003;0;5736;5736;;;SEINE ET MARNE;
9304601;Musée Municipal;2009;ILE-DE-FRANCE;LIVRY-GARGAN;01/02/2003;;;;F;;SEINE SAINT-DENIS;
9304801;Musée de l'Histoire Vivante;2009;ILE-DE-FRANCE;MONTREUIL-SOUS-BOIS;01/02/2003;1992;2142;4134;;;SEINE SAINT-DENIS;
9405201;Musée de Nogent-Sur-Marne;2009;ILE-DE-FRANCE;NOGENT-SUR-MARNE;01/02/2003;0;6528;6528;;;VAL DE MARNE;
9535101;Musée Intercommunal d'Histoire et d'Archéologie de Louvres;2009;ILE-DE-FRANCE;ROISSY-EN-FRANCE;01/02/2003;79;2183;2262;;;VAL D'OISE;
7817201;Musée de la Batellerie et des Voies Navigables;2009;ILE-DE-FRANCE;CONFLANS-SAINTE-HONORINE;01/02/2003;7707;1679;9386;;;YVELINES;
7832201;Musée de la Toile de Jouy;2009;ILE-DE-FRANCE;JOUY-EN-JOSAS;01/02/2003;8774;1540;10314;;;YVELINES;
7842001;Musée-Maison Maurice Ravel;2009;ILE-DE-FRANCE;MONTFORT-L'AMAURY;01/02/2003;2280;139;2419;;;YVELINES;
7864601;Musée Lambinet;2009;ILE-DE-FRANCE;VERSAILLES;01/02/2003;7494;2510;10004;;;YVELINES;
1119401;Musée Municipal;2009;LANGUEDOC-ROUSSILLON;LASTOURS;01/02/2003;;;;F;;AUDE;
3003201;Musée Municipal de la Vignasse;2009;LANGUEDOC-ROUSSILLON;BEAUCAIRE;01/02/2003;736;2227;2963;;;GARD;
